artist,genre,country,url
REX RICHARDSON,Third Stream / Hard Bop / Fusion,United States,http://www.jazzmusicarchives.com/artist/rex-richardson
EVE RISSER,Jazz Related Improv/Composition / African Fusion,France,http://www.jazzmusicarchives.com/artist/eve-risser
ESPEN RUD,Post-Fusion Contemporary / Post Bop / Fusion,Norway,http://www.jazzmusicarchives.com/artist/espen-rud
JUSTIN ROBINSON,Hard Bop,United States,http://www.jazzmusicarchives.com/artist/justin-robinson
MARKUS REUTER,Jazz Related Improv/Composition / Eclectic Fusion / Third Stream,Germany,http://www.jazzmusicarchives.com/artist/markus-reuter
WAYMON REED,Hard Bop,United States,http://www.jazzmusicarchives.com/artist/waymon-reed
OTIS RUSH,Blues,United States,http://www.jazzmusicarchives.com/artist/otis-rush
RAJDULARI,RnB,United States,http://www.jazzmusicarchives.com/artist/rajdulari
JOHNNY RAWLS,RnB,United States,http://www.jazzmusicarchives.com/artist/johnny-rawls
OSIAN ROBERTS,Hard Bop,United Kingdom,http://www.jazzmusicarchives.com/artist/osian-roberts
JORGE ROSSY,Post Bop / Hard Bop / 21st Century Modern,Spain,http://www.jazzmusicarchives.com/artist/jorge-rossy
MARC ROSSI,World Fusion,United States,http://www.jazzmusicarchives.com/artist/marc-rossi
DON REDMAN,Classic (1920s) Jazz,United States,http://www.jazzmusicarchives.com/artist/don-redman
FRANK RICOTTI,Jazz Related Soundtracks / Fusion,United Kingdom,http://www.jazzmusicarchives.com/artist/frank-ricotti
PAULA RAE GIBSON,Pop/Art Song/Folk,United Kingdom,http://www.jazzmusicarchives.com/artist/paula-rae-gibson
SHEZ RAJA,Fusion / World Fusion,United Kingdom,http://www.jazzmusicarchives.com/artist/shez-raja
MATT RAY,Post Bop,United States,http://www.jazzmusicarchives.com/artist/matt-ray
MARGO REY,Pop/Art Song/Folk / Jazz Related Electronica/Hip-Hop / Latin Jazz,Mexico,http://www.jazzmusicarchives.com/artist/margo-rey
