name,country,period
Pietro Mascagni,ITA,Late- / Post-Romantic
Florentio Maschera,ITA,Renaissance
Angelo Mascheroni,,
Michele Mascitti,ITA,Baroque
Kamilo Masek,,
Vincenc Mašek,CZE,Classical
Raymond Mase,,
Nader Mashayekhi,,
Ma Shenglong / Gu Guanren,,Modern
Toshio Mashima,,
Saint Mesrop Mashtots,,Medieval
Si-cong Ma,CHN,Modern
Arturs Maskats,,Contemporary
David Maslanka,USA,Contemporary
Benedict Mason,ENG,Contemporary
Charles Norman Mason,,Contemporary
Daniel Gregory Mason,USA,Late- / Post-Romantic
John Mason,ENG,
Lowell Mason,USA,Romantic
Quinn Mason,,
William Mason,USA,Romantic
Tiburtio Massaino,ITA,Renaissance
Jean Baptiste Masse,,
Jules Massenet,FRA,Late- / Post-Romantic
John Massengale,,Classical
Domenico Massenzio,ITA,Baroque
Joan Massià,,
Giovanni Massiccio,,
Anable Massis,,Modern
Askell Masson,,Contemporary
Louis Massonneau,,
Martin Matalon,,
Miguel Matamoros,,
Zbynek Mateju,CZE,Contemporary
Victor Máté,,
Matheo Flecha (ii),ESP,Renaissance
Bruce Mather,CAN,Contemporary
James Matheson,,Contemporary
Matheus de Sancto Johanne,FRA,Medieval
Norman Mathews,,Contemporary
Peter D. Mathews,CAN,Contemporary
Alex Mathias,,
William Mathias,WLS,Modern
Émile Mathieu,BEL,
W.A. Mathieu,,
Janez Matičič,,
Wenzel Thomas Matiegka,AUT,Romantic
Daniel Matios,,
Mat ("Matty") Malneck / Frank Signorelli,,Modern
Ricardo Matosinhos,PRT,
Ørjan Matre,NOR,Contemporary
A. Matsanov,RUS,
Sasha Matson,,Contemporary
Yori-Aki Matsudaira,JPN,Modern
Yoritsune Matsudaira,,Contemporary
Teizo Matsumura,JPN,Contemporary
Michiharu Matsunaga,,Contemporary
Nicola Matteis Jr.,,
Nicola Matteis,ITA/ENG,Baroque
Stanislao Mattei,,
Tito Mattei,ITA/ENG,Modern
Matteo Sommacal,,
James Mattern,,Contemporary
Willy Mattes,,
Tobias Matthay,,
Nicola Mattheis,,
Johann Mattheson,DEU,Baroque
Artie Matthews,,
Colin Matthews,ENG,Contemporary
David Matthews,ENG,Contemporary
H. Alexander Matthews,,
Holon Matthews,,Modern
Michael Matthews,CAN,Contemporary
Rachel Matthews,USA,Classical
Thomas Matthews,,
Tony D. Matthews,ENG,Contemporary
Robert Matthew-Walker,,
Ulisse Matthey,ITA,
Matthias Bartolomey / Georg Breinschmid / Johannes Dickbauer / Florian Willeitner,,
Paula Matthusen,,
Siegfried Matthus,DEU,Contemporary
Emil Mattiesen,,
Dylan Mattingly,,
Guglielmo Mattioli,,
Matt Malneck / Fud Livingston,,Modern
Janko Matuska,,
Mikhail Matusovsky,,Modern
Mariusz Matuszewski,,Contemporary
Ville Matvejeff,,
Jirí Matys,,
Viktor Hryhorovych Matyuk,UKR,
Erhard Mauersberger,DEU,Modern
Rudolf Mauersberger,DEU,Modern
Michael Mauldin,,Contemporary
Ludwig Maurer,DEU,Romantic
Landgrave of Hesse Mauritius,,
Mauro D'Alay,,Baroque
David Maves,,Contemporary
Melik Mavisakalyan,ARM,
George Mavroedes,,
Colin Mawby,,Contemporary
Nicholas Maw,ENG,Contemporary
Andrew Maxfield,,
Maximowitsch,,
Max Rapp / Milton Rosen,,
Andrew May,,Modern
Brian May,ENG,Modern
Annette Maye,,
Emilie Mayer,DEU,Romantic
Johann Mayer,,Romantic
John Mayer,,Contemporary
Billy Mayerl,ENG,Modern
William Mayer,USA,Modern
Louis Mayeur,FRA,
Frederick May,IRL,
Hans May,,Modern
May H. Brahe (a.k.a. Stanley Dickson or May H. Morgan),,
James Maynard,,
John Maynard,ENG,Baroque
Ascanio Mayone,ITA,Renaissance
Lincoln Mayorga,,Contemporary
Youxian Ma,,Modern
Giovanni Simone Mayr,,Romantic
Johann Simon Mayr,DEU,Romantic
John Mayrose,,
Rupert Ignaz Mayr,DEU,Baroque
Ryan May,,
Joseph Mayseder,,
Walter Mays,USA,Contemporary
Toshiro Mayuzumi,JPN,Modern
Alberich Mazak,,Baroque
Jacques-Féréol Mazas,FRA,Romantic
Jules Mazellier,,Modern
Nicolai Mazhara,,
Rytis Mazulis,LVA,Contemporary
Ron Mazurek,,Contemporary
Giovanni Battista Mazzaferrata,ITA,Baroque
Giuseppe Mazzamuto,,
Juan A. Mazzaroni,,
Pascual Mazzeo,,
Luigi Mazzi,,Baroque
Marco Antonio Mazzini,,
Domenico Mazzocchi,ITA,Baroque
Virgilio Mazzocchi,ITA,Baroque
Francesco Mazzoli,ITA,Contemporary
Missy Mazzoli,,Contemporary
Antonio Mazzoni,,Baroque
John McAlester,,
Clark McAlister,,Contemporary
Clark McAllister,,
Scott McAllister,,
Hugh McAmis,,
Matthew McBane,,
William Francis McBeth,USA,Modern
Andrew McBirnie,,Contemporary
Robert Guyn McBride,,Modern
John McCabe,ENG,Contemporary
J. P. McCall,,
Frank McCallum,,
Phillip McCann,,Contemporary
Kevin McCarter,,
Daniel McCarthy,,Contemporary
Michael McCarthy,,Contemporary
Sir Paul McCartney,ENG,Contemporary
W. Dwight McCaughey,,Modern
William McCauley,CAN,Modern
Montieth McCollum,,
Jefferson C. McConnaughey,,
Brendan McConville,,
Chris McCormick,,Modern
Earl E. McCoy,,Modern
Bear McCreary,,
Ross McCrindle,,
Claire McCue,,
Jane McCulloch,,
John G. McCurry,,Modern
Rab McCutcheon,,
Buck McDaniel,,
Harl McDonald,USA,
Susann McDonald,,Modern
Cecilia McDowall,ENG,Contemporary
Mark John McEncroe,,
John Blackwood McEwen,SCO/ENG,Late- / Post-Romantic
Ronn McFarlane,SCO,Renaissance
Bobby McFerrin,USA,Contemporary
Kristi McGarity,,Contemporary
Eimear McGeown,,
William McGibbon,,
Loonis McGlohon,,Contemporary
Michael McGlynn,,
Michele McGovern,,
James McGranahan,,
David McGuinness,,
Edward McGuire,SCO,Contemporary
John G. McGurry,,
M. Mchedolov,,
Jimmy McHugh,USA,Modern
Diana McIntosh,,
David McIntyre,,
Eric L. McIntyre,,
Ryan McKasson,,
Catriona McKay,,
McKay Crockett / Benjamin Davis / Keith McKay Evans / Lee Naimo / Jordan Raskopoulos,,
George Frederick McKay,,Modern
Sir William McKie,,
Barry McKimm,,Contemporary
Carl McKinley,,
Elliott Miles McKinley,,
William Thomas McKinley,,Contemporary
Howard McKinney,,
Paul A. McKlveen,,
Grant McLachlan,,Contemporary
Barton McLean,,Contemporary
Edwin McLean,,
Michael McLean,USA,
Priscilla McLean,,Contemporary
Jenny McLeod,NZL,
John McLeod,SCO,Contemporary
MC Maguire,,
Ben McMillan,,
Grey McMurray,,
Stephen McNeff,GBR,
Benjamin D. McPeek,CAN,Modern
Colin McPhee,CAN/USA,Modern
Jonathon McPhee,,Contemporary
Andrew McPherson,,
Gordon McPherson,,
Cindy McTee,,Contemporary
Frank W. Meacham,USA,Romantic
Damon Meader,,
Paul Mealor,,
Alexander Means,,Romantic
David Means,,
Kirke Mechem,,Modern
Bianca Maria Meda,,Baroque
Ivo Medek,CZE,Contemporary
Tilo Medek,,Modern
Johann Valentin Meder,DEU,Baroque
Janis Medins,,Modern
Nikolai Karlovich Medtner,RUS,Modern
Jacob Medvedieff,,
Ryan Meeboer,CAN,Contemporary
Peter Meechan,GBR,
Abel Meeropol (AKA Lewis Allan),USA,
Paul Méfano,FRA,Contemporary
Krisztina Megyeri,,
Hani Mehanna,EGY,
Brad Mehldau,,
Walter Mehring,,Modern
Friedrich Adolf Mehrkens,,
Etienne-Nicolas Méhul,FRA,Classical
Jacob Gerhard Meidell,,
Daniel Meier,,
Margaret Shelton Meier,USA,Contemporary
Nicolas Meier,,
Chiel Meijering,NLD,Contemporary
Johan De Meij,NLD,Contemporary
Edmund Meisel,,Modern
Will Meisel,,
Georges Meister,,
Yuliy Meitus,UKR,
Adolfo Mejía,,
Alexander Mekaev,RUS,Contemporary
Joyce Mekeel,,Modern
George Melachrino,,Modern
Philipp Melanchthon,,
Alessandro Melani,ITA,Baroque
Erkki Melartin,FIN,Modern
Henrik Melcher Melchers,,Modern
Johann Melchert,,
Diogo Dias Melgaz,,
Alois Melichar,AUT,Modern
Pietro Paolo Melii,,
M. Melikov,RUS,Romantic
Hrachya Melikyan,ARM,Contemporary
Stephen Melillo,,
Alexander Melinkov-Marcatov,RUS,
Sten Melin,SWE,Contemporary
László Melis,,Contemporary
Olivier Mellano,,
Wilfrid Mellers,ENG,Modern
Domenico Maria Melli,ITA,
Pietro Paolo Melli,ITA,Baroque
Marc Mellits,USA,
Arne Mellnäs,SWE,Modern
Dmitri Melnikov,UKR,Contemporary
Rosita Melo,,
Harold Meltzer,,Contemporary
Alison Melville,,Renaissance
Herman Melville,,
Gabriel Mena,ESP,Renaissance
Jacques Menasce,,
Joachim Mendelson,,
Arnold Mendelssohn,DEU,Romantic
Felix Mendelssohn-Bartholdy,DEU,Romantic
Fanny Mendelssohn-Hensel,DEU,Romantic
Gilberto Mendes,,Contemporary
Henry Pereira Mendes,,
Fernando Méndez,,
Rafael Méndez,MEX/USA,Modern
Tomás Méndez,,
Quirino Mendoza y Cortez,MEX,Late- / Post-Romantic
Nagim Mendygaliev,,
Sarah Meneely-Kyder,,Contemporary
Gaetano Meneghetti,ITA,
Giovanni Meneghetti,,
Pedro Menéndez,,
Martin-Joseph Mengal,,
Alan Menken,USA,Contemporary
Peter Mennin,USA,Modern
Gian Carlo Menotti,ITA,Modern
John Menoud,,
Benoît Menut,,
Don Menza,,
Giuseppe Saverio Mercadante,ITA,Romantic
Janis Mercer,,
Johnny Mercer,USA,Modern
Giacomo Merchi,,
Luigi Merci,ENG,Classical
Jean Mercure,,
Pierre Mercure,CAN,Modern
Freddie Mercury,,Contemporary
Luis Mercy,,
James Meredith,USA,Contemporary
Friedrich Mergner,,
Salvador Merico,,
Aarre Merikanto,FIN,Modern
Oskar Merikanto,FIN,Late- / Post-Romantic
Usko Meriläinen,FIN,Modern
Gustav Adolf Merkel,DEU,Romantic
Joseph Merk,,
Andor Merkler,,
José Luis Merlin,,Contemporary
Bob Merrill,USA,Modern
Justin Merritt,,
Marin Mersenne,FRA,Baroque
Elias Mertel,DEU,Baroque
Wim Mertens,BEL,Contemporary
Johann Kaspar Mertz,HUN,Romantic
Tarquinio Merula,ITA,Baroque
Claudio Merulo,ITA,Renaissance
Willy Merz,,Contemporary
René Mesangeau,,
Ted Mesang,,Modern
Raz Mesinai,,
Ilona Meskó,,
Mesomede,GRC,
André Messager,FRA,Romantic
Jorgen Messerschmidt,,
Olivier Messiaen,FRA,Modern
Gianfranco Messina,,
Ignazio Messina,,
Salvatore Messina,,
Arthur Henry Messiter,ENG/USA,
Matej Meštrović,,
Joanne Metcalf,,
John W. Metcalf,USA,
Pat Metheny,USA,Contemporary
Georges Métivier,,Romantic
Pierre Métral,CHE,
Olivier Métra,FRA,Romantic
Placidus Metsch,,
Laurent Mettraux,CHE,
Michael Metzler,,Contemporary
Chevalier Meude-Monpas,FRA,
Arthur Meulemans,BEL,Modern
Gottfried Meusel,,
Giacomo Meyerbeer,DEU,Romantic
Edgar Meyer,USA,Contemporary
Gregor Meyer,,
Jean Meyer,,
Jeffrey Leon Meyer,USA,Contemporary
Jessica Meyer,,
Joseph Meyer,,Modern
Krzysztof Meyer,POL,Contemporary
David Meyerowitz,,
Jan Meyerowitz,,
Pieter Meyer,,
Richard Meyer,USA,
Ari Benjamin Meyers,,
Michel Meynaud,FRA,
Alejandro Meza,,
Malik Mezzadri,,
M.F. Caballero (Manuel Fernandez),ESP,Romantic
Frantisek Adam Mica,CZE,Classical
Michael Atherton / James Ashley Franklin,,
Michael Bastian Weiß,,
Michael Beckerman / Joseph Horowitz,,
Christian Michael,,
Daniel Michael,,
Michael Emery,,
Michael Gordon / David Lang / Julia Wolfe,,Contemporary
Michael Holm / Charles Emmerich Kalman,,
Peter Michaelides,,
Rogier Michael,,
Patrice Michaels,USA,Baroque
Tobias Michael,DEU,Baroque
Carlos Micháns,,
Hans Friedrich Micheelsen,DEU,Modern
Christian Michel,,
Michel de La Barre,FRA,Baroque
Anton Michelena y,,
Romano Micheli,,Baroque
Vincenzo de Michelis,,
Orazio Michi,,Renaissance
Joseph Willibald Michl,DEU,
Adam Mickiewicz,POL,
Richard Mico,,Renaissance
Wilhelm Middelschulte,DEU/USA,Late- / Post-Romantic
W. H. Middleton,,
Jeff Midkiff,,
Peter Mieg,CHE,
Ernst Mielck,FIN,Modern
Marcin Mielczewski,POL,Baroque
Juho Miettinen,FIN,
Pietro Migali,,
Francisco Mignone,BRA,Modern
Marc Migó,,
Georges Migot,FRA,Modern
Miguel Gómez Carrillo,,
Randolf Miguel,,
Leopoldo Miguez,BRA,
Milan Mihajlovich,SCG,Contemporary
Marcel Mihalovici,ROU/FRA,Modern
Andras Mihaly,,Contemporary
Nikolay Mihaylov,,
Gyula Mihola,,
V. Mikhailiuk,,
Anna Mikhailova,,
Avenir Mikhailov,RUS,
D. Mikhailov,,
Mikhail Pletnev / Alexey Shor,,
Yvar Mikhashoff,USA,
Tatyana Mikheyeva,KAZ,Contemporary
Minoru Miki,JPN,Contemporary
A.I. Mikita,,
Palle Mikkelborg,DNK,Contemporary
Josef Mikulas,,
Karol Mikuli,,
Michael Mikulka,,
Carlos Milán,,
Luis de Milán,ESP,Renaissance
Francesco Canova da Milano,ITA,Renaissance
Narciso da Milano,,
Carlo Milanuzzi,ITA,Baroque
Dwayne Milburn,,
Ellsworth Milburn,USA,Contemporary
Milchberg / Robles / Simon,,
Ella Milch-Sheriff,,
Joakim Milder,,
Lisa Miles,,
Timothy Miles,,
Robin Milford,ENG,Modern
Darius Milhaud,FRA,Modern
Katarina Miljkovic,,
Francisco Millán,ESP,Renaissance
Harrison Millard,,
Aaron Miller,,Contemporary
Benzion Miller,,Modern
Bruce Edward Miller,,Contemporary
Edward Miller,ENG,Classical
Edward J. Miller,ENG,Modern
Elma Miller,,
Glenn Miller,USA,Modern
Ken Miller,,
Leib Miller,,
Read Miller,,
Scott Miller,,
Thomas Miller,USA,Modern
Timothy Lee Miller,,
Spike Milligan,,
Ann Millikan,,
Carl Millöcker,DEU,Romantic
Shawn Milloway,USA,Contemporary
A. A. Milne,ENG,
Anthony Milner,GBR,
Moses Milner,,
Miloje Milojevic,,
Leon Milo,,
Ana Milosavljevic,,
Czeslaw Milosz,,
Nathan Milstein,RUS,Modern
John Milton [composer],ENG,
John Milton,ENG,
Giacomo Miluccio,,
Antoni Milwid,,
Ilhan Mimaroglu,TUR,Modern
Stratis Minakakis,,
Irina Minakova,RUS,Contemporary
Alex Mincek,,
Georgi Minchev,,
José Minguillón,ESP,
Charles Mingus,,
Leon Minkus,AUT,Romantic
Leinonen Minna,FIN,
Miki Minoru,,
Aaron Minsky,,
Bob Mintzer,USA,Modern
Arnulfo Miramontes,MEX,
Luis R. Miranda,,
Ronaldo Miranda,BRA,Contemporary
Marco Smaili Miras,,
Miriam Smith / James Welch,,
Peter Mirobylov,,
Issachar Miron,,Modern
P. Mironositsky,,
Miroslav Tadic / Peter Epstein,,
Eduard Mirsoian,ARM,
Jaime Mirtenbaum Zenamon,,Contemporary
Edvard Mik'aeli Mirzoyan,ARM,Modern
Mischa Taschenkow / Nicolai Malinow,,
Adolf Misek,CZE,
Adolph Misek,,
Valentino Miserachs,,
Kathryn Mishell,,Contemporary
Gilead Mishory,,Late- / Post-Romantic
Vytautas Miskinis,LTU,
Angel Mislán,,
Luis Misón,,
John F. Mitchell,USA,Contemporary
Dimitri Mitropoulos,,Modern
Mitsuzaki,,
Wolfgang Mitterer,,Contemporary
Fumiko Miyachi,,
Michio Miyagi,JPN,Modern
Haruna Miyake,JPN,Contemporary
Akira Miyoshi,JPN,Contemporary
Lorenz Mizler,,
Emil Mlynarski,,Late- / Post-Romantic
Nikita Mndoyants,RUS,
James Mobberley,,Contemporary
Mel Mobley,,
Misato Mochizuki,JPN,
John V. Mochnik,,Modern
Joel Modart,,
Jacques Moderne,ITA,Renaissance
Giovanni Francesco Modonesi,,
Domenico Modugno,ITA,Modern
Eric Moe,,Contemporary
Shannon Moe-Miranda,,
Sharon Moe-Miranda,,
Ole-Henrik Moe,,
Michael Mosoeu Moerane,,
Ernest Moeran,ENG,Modern
Albert Moeschinger,,
Robert Moevs,,
Michael Mogensen,,
Eduardo Moguillansky,,
Mohammed Fairouz / David Shapiro,,
Christopher Mohr,,Contemporary
Peter Mohrhardt,DEU,
Joseph Mohr,AUT,
Francesco Moi,,Contemporary
Olli Moilanen,,
Mojica-Cortis,,
Vasilije Mokranjac,,
V.A. Mokretsov,,
Boris Mokrousov,,Modern
Moisés Moleiro,,Modern
Nicola Moleti,ITA,
Dimitri Moliavko-Visotzky,CAN,Modern
Francisco Molina,,
Simone Molinaro,ITA,Renaissance
Bob Moline,,
Roberto Molinelli,,
Francesco Molino,,
Pierre des Molins,,
Bernhard Molique,DEU,Romantic
Simon Molitor,,
Arnold Möller,,
Johannes Moller,SWE,
Johannes V. Möller,,Contemporary
James Lyman Molloy,,Romantic
Ferenc Molnar,,
Kálmán Pápai Molnár,,
Amir Molookpour,IRN,Contemporary
Johann Melchior Molter,DEU,Baroque
Hans Moltkau,,Late- / Post-Romantic
Marco Momi,,
Alfred Momotenko,NLD,
Federico Mompou,ESP,Modern
Piero delle Monache,,
James V. Monaco,USA,Modern
W.A. Monahan,,
Bartolomeo Monari,,
Jesús Monasterio,ESP,Romantic
José Pablo Moncayo,MEX,Modern
Lionel Monckton,ENG,Late- / Post-Romantic
Deborah Baker Monday,USA,
Alfonso de Mondéjar,,Renaissance
Jean-Joseph Cassanea de Mondonville,FRA,Classical
Shane Monds,,
Giuseppe Moneta,ITA,
Natale Monferrato,ITA,
Chucho Monge,,
Julien Monick,USA,
Stanislaw Moniuszko,POL,Romantic
P. Monjarret,,
Meredith Monk,USA,Contemporary
Monk of Salzburg,DEU,Medieval
Thelonious Monk,,Modern
William Henry Monk,ENG,Romantic
Tebogo Monnakgotla,,
Lionel Monnet,,
Georg Matthias Monn,AUT,Classical
Marguerite Monnot,,
Bernard de la Monnoye,,
Anders Monrad,,
George Monro,,
Pierre-Alexandre Monsigny,FRA,Classical
Lajos Montag,,
Stephen Montague,ENG,Contemporary
Vilmos Montag,,
John La Montaine,,Modern
Bartolomeo Montalbano,ITA,Baroque
Mauro Montalbetti,,
Gentil Montana,,
Antonio Montanari,,
Damian Montano,,
Michel Pignolet de Montéclair,FRA,Baroque
Romeo Monteiro,,
Giovani Domenico Montella,,
Mico Montelli,ITA,
Cristoforo Montemayor,ITA,
Italo Montemezzi,,
Hugo Montenegro,,
Philippe de Monte,FRA,Renaissance
Bernardino Monterde,,
Gabriela Montero,VEN,Contemporary
Antonio da Monterosso,,
Alfonso Montes,,Contemporary
Girolamo Montesardo,,
O. Montes,,
Xoan Montes,,
Claudio Monteverdi,ITA,Baroque
Giulio Cesare Monteverdi,ITA,Baroque
Hugo von Montfort,,
Bruce Montgomery,,Modern
Jessie Montgomery,USA,
W.H. Montgomery,,
Davide Monti,,
Javier Montiel,,Contemporary
Vincent Monti,,
Vittorio Monti,ITA,Late- / Post-Romantic
Juan Montón y Mallén,ESP,
Jose Montoya,,
Ramón Montoya,,Modern
James Graham, Marquis of Montrose,,
Percy Montrose,,
Xavier Montsalvatge,ESP,Modern
Carlo Monza,ITA,Classical
Ivan Moody,ENG,Contemporary
James Moody,,
Beata Moon,,Contemporary
Moondog (Louis Thomas Hardin),,Modern
David Mooney,,
Ben Moore,,Contemporary
Christopher Trebue Moore,,
Clement Clarke Moore,USA,
Dorothy Rudd Moore,USA,Contemporary
Douglas S. Moore,USA,Modern
Virgil Moorefield,USA,Contemporary
Thomas Moore (ii),IRL,Romantic
James C. Moore,USA,
J. David Moore,,Contemporary
Kate Moore,,
Keith Moore,USA,
Emanuel Moór,HUN,Late- / Post-Romantic
Philip Moore,,Contemporary
Sandy Moore,,
Sanford Moore,,
Thomas Moore,ENG,Baroque
Thomas (ii) Moore,IRL,Romantic
Undine Smith Moore,USA,Modern
William Moore,,Romantic
Rob Moose,,
Eddie Mora Bermúdez,CRI,Contemporary
Pereric Moraeus,,
Ferenc Mora,,
Eduardo Morales-Caso,,
Cristobal de Morales,ESP,Renaissance
Gustavo Morales,MEX,Contemporary
Melesio Morales,,Romantic
Pablo del Moral,,Classical
Giovanni Morandi,ITA,
Robert Moran,USA,Contemporary
Paul Moravec,,Contemporary
Oskar Morawetz,CZE,Modern
Eugeniusz Morawski,,
Morcheeba,ENG,
Thomas Osbert Mordaunt,,
Patricia Morehead,,
Antonio Leal Moreira,,Classical
Pedro Moreira,,
Fred L. Moreland,,
François Morel,CAN,Contemporary
Jacques Morel,,
Jorge Morel,,Modern
Marcelo Morel,,
C. Morena,,
John Morén,,
Alejandro Moreno,,Contemporary
Aleyda Moreno,MEX,
Esteban Moreno,,
Francisco Javier Moreno,ESP,Classical
Enrique Morera,ESP,Modern
Mariano Mores,,
Niccolò Moretti,ITA,Classical
Felice Moretti (Padre Davide da Bergamo),ITA,Romantic
Justin Morgan,,Classical
Lee Morgan,,
Reginald Morgan,,
Robert Orlando Morgan,ENG,
Christopher Moriarty,,
Augusto Moriconi,,
Zsigmond Moricz,,
Ikue Mori,JPN/USA,Contemporary
Jean-Baptiste Morin,FRA,Baroque
Robert Morin,,
Moritz Landgraf Von Hessen,DEU,Baroque
Vladimir Morkov,RUS,
Francesco Morlacchi,ITA,Romantic
Pietro Morlacchi,ITA,
Guillaume Morlaye,FRA,Renaissance
Angela Morley,,Modern
Thomas Morley,ENG,Renaissance
W. Morley,,
Saburo Moroi,JPN,
Jerome Moross,USA,Modern
Andrea Morricone,,Contemporary
Ennio Morricone,,Modern
Dexter Morrill,,Contemporary
Craig Morris,,
John Morris,,Contemporary
Kenneth Morris,,
John Howell Morrison,,Contemporary
Tom Morrison,,
Van Morrison,NIR,
Robert Morris,USA,Contemporary
Robert L. Morris,,
Samuel E. Morris,,Late- / Post-Romantic
Charles Morrow,,Modern
Robert G. Morse,,
Virgilio Mortari,ITA,
Antonio Mortaro,,
Lodewijk Mortelmans,,Modern
Finn Mortensen,NOR,
Otto Mortensen,,Modern
Jan Morthenson,SWE,Contemporary
Jan Mortheson,SWE,Contemporary
Willy Mortier,,
John Morton,,
Robert Morton,ENG,Renaissance
Richard Moryl,,Modern
Stanislaw Moryto,,Contemporary
Giuseppe Mosca,,
Luigi Mosca,,
Carlos Moscardini,ARG,
Ignaz Moscheles,BOH,Romantic
Baccio Moschini,,
Christof Moser,,
Daniel Oliver Moser,,
Roland Moser,CHE,Contemporary
Rudolf Moser,,
Moses ibn Ezra / Milton Feist / Hugo Weisgall,,
Sally Mosher,,Contemporary
Stephen Mosko,USA,Contemporary
Alexander Mosolov,RUS,Modern
Mihaly Mosonyi,HUN,Romantic
Staffan Mossenmark,,Modern
Giovanni Mossi,ITA,Baroque
Lawrence Moss,,Contemporary
Lawrence John Moss,,
Carlo Mosso,,
Alexander Vasilievich Mossolov,,
Piotr Moss,,Contemporary
Raphaël Mostel,USA,
Moritz Moszkowski,POL/DEU,Romantic
Paul Motian,USA,Modern
Johannes Motschmann,,
Raymond Moulaert,,Modern
Etienne Moulinié,FRA,Baroque
Pierre Moulu,,Renaissance
Ann Shephard Mounsey,ENG,
Jules Mouquet,FRA,
Jean-Maurice Mourat,FRA,Contemporary
Jean-Joseph Mouret,FRA,Baroque
Colette Mourey,FRA,
Gregory Moushel,,
Charles Mouton,FRA,Baroque
Jean Mouton,FRA,Renaissance
Richard Mowere,,
Mike Mower,,Contemporary
Ira J. Mowitz,,
Louys de Moy,,Baroque
Louis Moyse,,Contemporary
Alexander Moyzes,SVK,Modern
Alexander Mozalevsky,RUS,
Mozarabic Chant,,
Franz Xaver Wolfgang Mozart,AUT,Romantic
Leopold Mozart,AUT,Classical
Wolfgang Amadeus Mozart,AUT,Classical
Leszek Mozdzer,,Contemporary
Marjan Mozetich,CAN,Contemporary
Jason Mraz,,
Geraldine Thomsen Mucha,,
Pat Muchmore,,
Robert Muczynski,USA,
Alonso Mudarra,ESP,Renaissance
Muddy Waters / Evan Ziporyn,,
Anthony Mudge,,
Richard Mudge,ENG,
John Muehleisen,,Contemporary
Georg Muffat,DEU,Baroque
Gottlieb Muffat,DEU,Baroque
Heinrich von Mügeln,,
Heinrich Leberecht August Mühling,DEU,
Nico Muhly,USA,
Diarmaid Ó Muirithe,,
Dominic Muldowney,,Contemporary
Giuseppe Mulè,,
Henri Mulet,FRA,Modern
James Mulholland,,
Alexander Müllenbach,,Contemporary
Laura Mullen,,
August Eberhard Muller,,
August Eberhart Müller,,Classical
Bernhard Müller,,
Fabian Müller,CHE,
Robert Müller-Hartmann,DEU,
Johanna Müller-Hermann,,
Gerhard Muller-Hornbach,DEU,
Iwan Muller,,
Jozsef Muller,,
Matthias Muller,CHE,
Nora-Louise Müller,DEU,
Pierre Muller,,
Anette Müller-Roos,,
Detlev Muller-Siemens,,
Adolf Müller (Sr.),AUT,Romantic
Hans Muller-Talamona,,Baroque
Wenzel Müller,,Classical
Wilhelm Müller,,Romantic
Wim Statius Muller,,
Simon Mulligan,ENG,
David Mullikin,USA,Contemporary
Jeffrey Mumford,,Contemporary
Gordon Mumma,USA,Contemporary
Rei Munakata,,
John Munday,ENG,
Isabel Mundry,,Contemporary
John Mundy,ENG,Renaissance
William Mundy,ENG,Renaissance
Carlo Munier,,
Helena Munktell,,Late- / Post-Romantic
Juan Carlos Muñoz,,
George Munro,,
Tristan Murail,FRA,Contemporary
Takatsugu Muramatsu,,
Benjamin de Murashkin,,
Alexey Muravlev,,
Santiago de Murcia,ESP/MEX,Baroque
Bernardo Murillo,,
A. Murov,,
David Murphy,,
Gerry Murphy,,
Greg Murphy,USA,
Kelly-Marie Murphy,CAN,
Lewis Murphy,,
Turk Murphy,USA,
Alan Murray,,Modern
Daniel Murray,,
James R. Murray,,Romantic
Lyn Murray,,Modern
Victoria Murray,,
Murray / Weston,,
Herbert Murrill,,Modern
Franz Xaver Murschhauser,DEU,Baroque
Paul Murtha,,
Gabriel Musella,USA,
Colin Muset,,Medieval
Thea Musgrave,SCO,Modern
Carlo Musi,,
Antonio Maria Musilli,,
Ovide Musin,BEL,Romantic
Tamar Muskal,,
Carlo Alfredo Mussinelli,,Late- / Post-Romantic
Modest Petrovich Mussorgsky,RUS,Late- / Post-Romantic
King Ferus Mustafov,,
John Musto,USA,Contemporary
Olli Mustonen,FIN,Contemporary
Carmelo Mutarelli,,
Johann Gottfried Müthel,,Classical
Bertl Mutter,,
Nikolai Myaskovsky,RUS,Modern
Zygmunt Mycielski,,
David A. Myers,CAN,Contemporary
Gordon Myers,,Modern
Stanley Myers,,Contemporary
Theldon Myers,,Modern
W.S. Mygrant,,Romantic
Milford Myhre,,
Yuri Mykhailitenko,,
Paweł Mykietyn,POL,
Hugo Myrtelius,,
Josef Myslivecek,BOH,Classical
Nicolas Nabokov,,
Brian Nabors,USA,
Nachman of Bratslav,,
Tata Nacho,,
Zurab Nadarejshvili,,Contemporary
Fedir Nadenenko,UKR,
Moshe Nadir,,
Gyula Nádor,,
Jun Nagao,JPN,
Katsutoshi Nagasawa,,Contemporary
Hans-Georg Nägeli,CHE,Romantic
Jody Nagel,,Contemporary
Matthias Nagel,,
Robert Nagel,,Contemporary
Nicolas Nageotte,,
Ebrahim Naghdian,,
Stepan Naghdyan,ARM,
Paul Nagle,,
Vyacheslav Nagovitsin,,
